"uuid","entry","row","column","block","plot","location","species","trait","value","timestamp","person","location","number","device_name"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Harvest Date","205","2025-07-24 11:30:59.375+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Plants Count At Harvest","9","2025-07-24 11:31:03.659+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Lodging Plant Count","0","2025-07-24 11:31:13.405+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","First Caps Height (Avg.)","52","2025-07-24 11:32:59.890+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Plant Height (Avg.)","87","2025-07-24 11:33:46.780+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Plant Height (Avg.)","103","2025-07-24 11:33:48.682+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Plant Height (Avg.)","116","2025-07-24 11:34:56.321+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","First Caps Height (Avg.)","45","2025-07-24 11:35:02.463+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","First Caps Height (Avg.)","56","2025-07-24 11:35:04.040+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-07-24 11:36:42.646+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","2.8","2025-07-24 11:36:44.315+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-07-24 11:36:45.215+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","2.5","2025-07-24 11:36:46.982+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","2.9","2025-07-24 11:36:49.141+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-07-24 11:36:50.224+03:00","Conner Johnson","","6","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-07-24 11:36:50.845+03:00","Conner Johnson","","7","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-07-24 11:36:51.488+03:00","Conner Johnson","","8","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-07-24 11:36:52.207+03:00","Conner Johnson","","9","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Internode Length (Avg.)","6","2025-07-24 11:38:02.360+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Internode Length (Avg.)","7","2025-07-24 11:38:03.464+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Internode Length (Avg.)","6","2025-07-24 11:38:04.358+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-07-24 11:38:05.885+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Internode Length (Avg.)","6","2025-07-24 11:38:06.715+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","23","2025-07-24 11:38:20.155+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","25","2025-07-24 11:38:31.277+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","49","2025-07-24 11:38:45.984+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8563-a837b9558d6b","PI 490062","2","13","2","0273","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","33","2025-07-24 11:39:03.407+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","July 17 Growth Stage","6- Stopped Flowering Branches And Minor Plants","2025-07-17 09:00:43.879+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","July 22-24 Growth Stage","7- 90% No Open Flowers","2025-07-22 10:49:12.322+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Harvest Date","215","2025-08-03 11:32:22.491+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Plants Count At Harvest","7","2025-08-03 11:32:28.345+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Lodging Plant Count","1","2025-08-03 11:32:35.850+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Plant Height (Avg.)","134","2025-08-03 11:35:57.130+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","First Caps Height (Avg.)","50","2025-08-03 11:35:58.676+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Plant Height (Avg.)","136","2025-08-03 11:36:01.881+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","First Caps Height (Avg.)","54","2025-08-03 11:36:04.273+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Plant Height (Avg.)","129","2025-08-03 11:36:42.121+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","First Caps Height (Avg.)","50","2025-08-03 11:36:45.368+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","6","2025-08-03 11:38:06.511+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","4","2025-08-03 11:38:09.831+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-08-03 11:38:11.453+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-08-03 11:38:12.559+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-08-03 11:39:11.355+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","3.5","2025-08-03 11:39:12.466+03:00","Conner Johnson","","6","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","3","2025-08-03 11:39:12.990+03:00","Conner Johnson","","7","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","3","2025-08-03 11:39:13.468+03:00","Conner Johnson","","8","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-08-03 11:39:46.445+03:00","Conner Johnson","","9","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-08-03 11:39:46.974+03:00","Conner Johnson","","10","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Internode Length (Avg.)","4","2025-08-03 11:39:47.679+03:00","Conner Johnson","","11","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-08-03 11:40:43.058+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:40:44.970+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:40:46.233+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:40:47.206+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:40:48.154+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:40:49.183+03:00","Conner Johnson","","6","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:40:50.191+03:00","Conner Johnson","","7","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-08-03 11:41:33.440+03:00","Conner Johnson","","8","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-08-03 11:41:34.022+03:00","Conner Johnson","","9","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Length (Avg.)","3.25","2025-08-03 11:41:35.523+03:00","Conner Johnson","","10","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","56","2025-08-03 11:42:04.358+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","104","2025-08-03 11:42:52.386+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Harvested","TRUE","2025-08-03 11:42:55.117+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8564-5c53b92b548c","25K-166","2","14","2","0274","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","35","2025-08-03 11:43:18.479+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8565-11eb15c08d7f","NARC-TILL","2","15","2","0275","KAUST","Sesamum indicum","July 17 Growth Stage","5- 5 Pairs Of Capsules","2025-07-17 09:01:00.059+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-11eb15c08d7f","NARC-TILL","2","15","2","0275","KAUST","Sesamum indicum","July 22-24 Growth Stage","5- 5 Pairs Of Capsules","2025-07-22 10:49:25.324+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","July 22-24 Growth Stage","7- 90% No Open Flowers","2025-07-22 10:49:39.852+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Harvest Date","210","2025-07-29 09:57:47.945+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Plants Count At Harvest","10","2025-07-29 09:58:24.166+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Lodging Plant Count","0","2025-07-29 09:59:38.628+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Plant Height (Avg.)","142","2025-07-29 10:00:48.029+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Plant Height (Avg.)","160","2025-07-29 10:01:12.308+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","First Caps Height (Avg.)","63","2025-07-29 10:01:27.520+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","First Caps Height (Avg.)","66","2025-07-29 10:01:45.606+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Plant Height (Avg.)","168","2025-07-29 10:02:15.138+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","First Caps Height (Avg.)","56","2025-07-29 10:02:23.359+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-07-29 10:02:57.057+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-07-29 10:03:22.792+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-07-29 10:03:56.505+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Length (Avg.)","4","2025-07-29 10:04:13.120+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Length (Avg.)","4","2025-07-29 10:04:16.219+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Length (Avg.)","4","2025-07-29 10:04:18.744+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-07-29 10:04:26.935+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Length (Avg.)","3.4","2025-07-29 10:04:30.735+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-07-29 10:05:14.795+03:00","Conner Johnson","","6","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","75","2025-07-29 10:06:26.428+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8565-c51f2bff3fe9","25K-149","2","16","2","0276","KAUST","Sesamum indicum","Harvested","TRUE","2025-07-29 10:52:02.506+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8566-7ac4f8cd3e14","PI 601235","2","17","2","0277","KAUST","Sesamum indicum","July 17 Growth Stage","5- 5 Pairs Of Capsules","2025-07-17 09:01:40.231+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-273f-775d-8566-7ac4f8cd3e14","PI 601235","2","17","2","0277","KAUST","Sesamum indicum","July 22-24 Growth Stage","5- 5 Pairs Of Capsules","2025-07-22 10:49:50.968+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898b-0991a5318ac2","25K-208","2","18","2","0278","KAUST","Sesamum indicum","July 17 Growth Stage","5- 5 Pairs Of Capsules","2025-07-17 09:02:00.626+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898b-0991a5318ac2","25K-208","2","18","2","0278","KAUST","Sesamum indicum","July 22-24 Growth Stage","5- 5 Pairs Of Capsules","2025-07-22 10:50:21.067+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898b-bc044c8bd211","PI 436596","2","19","2","0279","KAUST","Sesamum indicum","July 17 Growth Stage","6- Stopped Flowering Branches And Minor Plants","2025-07-17 09:02:16.799+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898b-bc044c8bd211","PI 436596","2","19","2","0279","KAUST","Sesamum indicum","July 22-24 Growth Stage","7- 90% No Open Flowers","2025-07-22 10:50:28.025+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","July 17 Growth Stage","6- Stopped Flowering Branches And Minor Plants","2025-07-17 09:02:30.640+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","July 22-24 Growth Stage","7- 90% No Open Flowers","2025-07-22 10:50:48.224+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Harvest Date","215","2025-08-03 11:17:37.609+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Plants Count At Harvest","8","2025-08-03 11:17:43.314+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Lodging Plant Count","1","2025-08-03 11:17:48.398+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Plant Height (Avg.)","142","2025-08-03 11:19:56.692+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","First Caps Height (Avg.)","60","2025-08-03 11:19:58.124+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Plant Height (Avg.)","147","2025-08-03 11:20:01.096+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Plant Height (Avg.)","142","2025-08-03 11:20:06.228+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","First Caps Height (Avg.)","46","2025-08-03 11:20:08.956+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","First Caps Height (Avg.)","50","2025-08-03 11:20:10.842+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","6.5","2025-08-03 11:21:17.563+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","6","2025-08-03 11:21:18.298+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-08-03 11:21:19.204+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-08-03 11:21:20.579+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-08-03 11:21:21.240+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","5","2025-08-03 11:21:21.845+03:00","Conner Johnson","","6","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","3.5","2025-08-03 11:21:56.761+03:00","Conner Johnson","","7","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","4","2025-08-03 11:21:57.555+03:00","Conner Johnson","","8","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Internode Length (Avg.)","4.5","2025-08-03 11:21:58.986+03:00","Conner Johnson","","9","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:23:08.399+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:23:09.491+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:23:10.653+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:23:11.760+03:00","Conner Johnson","","4","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:23:13.341+03:00","Conner Johnson","","5","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.25","2025-08-03 11:23:14.738+03:00","Conner Johnson","","6","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.25","2025-08-03 11:23:51.714+03:00","Conner Johnson","","7","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3.5","2025-08-03 11:23:53.122+03:00","Conner Johnson","","8","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Length (Avg.)","3","2025-08-03 11:23:53.920+03:00","Conner Johnson","","9","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","65","2025-08-03 11:24:20.306+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","61","2025-08-03 11:24:48.436+03:00","Conner Johnson","","2","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Caps Count In One Plant (Avg.)","63","2025-08-03 11:25:19.914+03:00","Conner Johnson","","3","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","July 30 Growth Stage-Copy-(0)","9- Initial Drydown: Capsules All Changed, Leaves Dropped, Seed 90% Mature","2025-08-03 11:25:30.293+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898c-704e7ae0edf7","25K-110","2","20","2","0280","KAUST","Sesamum indicum","Harvested","TRUE","2025-08-04 06:56:22.129+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898d-27ac2d6ec548","PI 531240","2","21","2","0281","KAUST","Sesamum indicum","July 17 Growth Stage","6- Stopped Flowering Branches And Minor Plants","2025-07-17 09:02:46.156+03:00","Conner Johnson","","1","Pixel 6a"
"0196e260-2740-747a-898d-27ac2d6ec548","PI 531240","2","21","2","0281","KAUST","Sesamum indicum","July 22-24 Growth Stage","7- 90% No Open Flowers","2025-07-22 10:50:55.938+03:00","Conner Johnson","","1","Pixel 6a"
